artifact,result_status,mission_terminal,navigation_success_claimed,result_path,failure_path,failure_reason,recorded_summary,source_reports,physical_reader_path,verified_goal_arrivals,verified_home_arrivals,round_trip_checks_passed,disallowed_contact_samples
go2_heading_release_fresh_learned_round_trip_native_layout01_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_heading_release_fresh_learned_round_trip_native_layout01_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":480.58,""wall_s"":481.465061508,""camera_frames"":4801,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":3400,\""measured_ns\"":341500000000,\""target_initial_body_xy_m\"":[0.0,1.3],\""observed_position_initial_body_xy_m\"":[0.003688333689881949,1.2984002367973138],\""observed_distance_m\"":0.004020329303998279,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":4799,\""measured_ns\"":481400000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.0047081569171927625,0.002610838864190282],\""observed_distance_m\"":0.0053836067029154775,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md;docs/go2_full_reserve_heading_release_hypothesis_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_heading_release_fresh_learned_round_trip_native_layout01_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_heading_release_fresh_learned_round_trip_native_layout02_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_heading_release_fresh_learned_round_trip_native_layout02_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":251.0,""wall_s"":251.316831358,""camera_frames"":2505,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1664,\""measured_ns\"":167900000000,\""target_initial_body_xy_m\"":[3.9000000000000004,1.3],\""observed_position_initial_body_xy_m\"":[3.8895862011949123,1.3129798576920932],\""observed_distance_m\"":0.016641030955437976,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":2503,\""measured_ns\"":251800000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[-0.012460494059110903,-0.00914644896051886],\""observed_distance_m\"":0.015457083838309044,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md;docs/go2_full_reserve_heading_release_hypothesis_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_heading_release_fresh_learned_round_trip_native_layout02_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_heading_release_fresh_learned_round_trip_native_layout03_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_heading_release_fresh_learned_round_trip_native_layout03_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":473.28,""wall_s"":474.320174358,""camera_frames"":4730,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":3540,\""measured_ns\"":355500000000,\""target_initial_body_xy_m\"":[0.0,1.3],\""observed_position_initial_body_xy_m\"":[0.006575814767396059,1.311346815055995],\""observed_distance_m\"":0.013114554958901915,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":4728,\""measured_ns\"":474300000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.015951666627055244,0.0030097145751126347],\""observed_distance_m\"":0.016233115843988594,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md;docs/go2_full_reserve_heading_release_hypothesis_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_heading_release_fresh_learned_round_trip_native_layout03_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_heading_release_matched_cohort_layout00_03_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_heading_release_matched_cohort_layout00_03_v1_attempt_001/result.json,,,{},docs/go2_full_reserve_heading_release_hypothesis_2026-09-14.md,,,,,
go2_heading_release_matched_comparison_layout00_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_heading_release_matched_comparison_layout00_v1_attempt_001/result.json,,,{},docs/go2_full_reserve_heading_release_hypothesis_2026-09-14.md,,,,,
go2_heading_release_matched_comparison_layout01_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_heading_release_matched_comparison_layout01_v1_attempt_001/result.json,,,{},docs/go2_full_reserve_heading_release_hypothesis_2026-09-14.md,,,,,
go2_heading_release_matched_comparison_layout02_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_heading_release_matched_comparison_layout02_v1_attempt_001/result.json,,,{},docs/go2_full_reserve_heading_release_hypothesis_2026-09-14.md,,,,,
go2_hold_relative_heading_recovery_comparison_layout00_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_relative_heading_recovery_comparison_layout00_v1_attempt_001/result.json,,,{},docs/go2_hold_relative_heading_recovery_hypothesis_2026-09-14.md,,,,,
go2_hold_relative_heading_recovery_comparison_layout01_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_relative_heading_recovery_comparison_layout01_v1_attempt_001/result.json,,,{},docs/go2_hold_relative_heading_recovery_hypothesis_2026-09-14.md,,,,,
go2_hold_relative_heading_recovery_native_layout00_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_relative_heading_recovery_native_layout00_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":395.28,""wall_s"":396.205410413,""camera_frames"":3951,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":2789,\""measured_ns\"":280400000000,\""target_initial_body_xy_m\"":[0.0,-1.3],\""observed_position_initial_body_xy_m\"":[-0.005217843635636742,-1.2920824441904943],\""observed_distance_m\"":0.009482277268810083,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":3949,\""measured_ns\"":396400000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.004396836833934717,0.01573543055980952],\""observed_distance_m\"":0.016338174593473788,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_relative_heading_recovery_native_layout00_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_hold_relative_heading_recovery_native_layout01_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_relative_heading_recovery_native_layout01_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":459.4,""wall_s"":460.469743896,""camera_frames"":4591,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":3016,\""measured_ns\"":303100000000,\""target_initial_body_xy_m\"":[0.0,1.3],\""observed_position_initial_body_xy_m\"":[-0.011448279465576602,1.3036672540803798],\""observed_distance_m\"":0.012021308381869442,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":4588,\""measured_ns\"":460300000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.013001978472445306,0.004490226201909985],\""observed_distance_m\"":0.013755492559056188,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_relative_heading_recovery_native_layout01_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_hold_relative_recovery_pulse_round_trip_native_layout06_4800_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/Workspace/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_relative_recovery_pulse_round_trip_native_layout06_4800_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":406.44,""wall_s"":407.299703122,""camera_frames"":4062,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1552,\""measured_ns\"":156700000000,\""target_initial_body_xy_m\"":[0.0,1.3],\""observed_position_initial_body_xy_m\"":[-0.00529925325010466,1.2985580920420723],\""observed_distance_m\"":0.005491919843541073,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":4060,\""measured_ns\"":407500000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[0.004520872755754989,0.008859664250021016],\""observed_distance_m\"":0.009946453694499771,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md;docs/go2_raw_depth_archive_and_full_pulse_trial_2026-09-14.md,/home/andrewknowles/Workspace/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_relative_recovery_pulse_round_trip_native_layout06_4800_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_hold_reorientation_maze02_native_wait_v1_attempt_001,HOLD_REORIENTATION_MAZE02_NATIVE_WAIT_V1_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_reorientation_maze02_native_wait_v1_attempt_001/result.json,,,"{""status"":""HOLD_REORIENTATION_MAZE02_NATIVE_WAIT_V1_COMPLETE""}",docs/go2_hold_reorientation_maze02_native_wait_v1_2026-09-10.md;docs/go2_hold_reorientation_native_execution_2026-09-10.md,,,,,
go2_hold_reorientation_maze02_pilot_v1_attempt_001,HOLD_REORIENTATION_MAZE02_PILOT_V1_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_reorientation_maze02_pilot_v1_attempt_001/result.json,,,"{""status"":""HOLD_REORIENTATION_MAZE02_PILOT_V1_COMPLETE"",""wall_s"":10337.499901013914}",docs/go2_hold_reorientation_maze02_pilot_v1_2026-09-10.md;docs/go2_hold_reorientation_native_execution_2026-09-10.md,,,,,
go2_hold_reorientation_maze02_prefix_v1_attempt_001,HOLD_REORIENTATION_MAZE02_RAW_PREFIX_V1_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_reorientation_maze02_prefix_v1_attempt_001/result.json,,,"{""status"":""HOLD_REORIENTATION_MAZE02_RAW_PREFIX_V1_COMPLETE"",""wall_s"":4186.991964348126}",docs/go2_adapter_controller_profile_execution_2026-09-10.md;docs/go2_hold_reorientation_maze02_prefix_v1_2026-09-10.md;docs/go2_hold_reorientation_native_execution_2026-09-10.md;docs/go2_hold_reorientation_raw_prefix_execution_2026-09-10.md,,,,,
go2_hold_reorientation_raw_prefix_wait_v1_attempt_001,HOLD_REORIENTATION_RAW_PREFIX_WAIT_V1_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_reorientation_raw_prefix_wait_v1_attempt_001/result.json,,,"{""status"":""HOLD_REORIENTATION_RAW_PREFIX_WAIT_V1_COMPLETE""}",docs/go2_hold_reorientation_raw_prefix_execution_2026-09-10.md;docs/go2_hold_reorientation_raw_prefix_wait_v1_2026-09-10.md,,,,,
go2_hold_reorientation_saved_prefix_v1_attempt_001,HOLD_REORIENTATION_SAVED_PREFIX_V1_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_hold_reorientation_saved_prefix_v1_attempt_001/result.json,,,"{""status"":""HOLD_REORIENTATION_SAVED_PREFIX_V1_COMPLETE""}",docs/go2_hold_reorientation_saved_prefix_result_2026-09-10.md;docs/go2_hold_reorientation_saved_prefix_v1_2026-09-10.md,,,,,
go2_horizon_dense_predictor_v1_attempt_001,COMPLETE,,,/home/andrewknowles/Workspace/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_horizon_dense_predictor_v1_attempt_001/result.json,,,"{""status"":""COMPLETE"",""wall_s"":1863.6665911038872}",docs/go2_dense_world_model_maze_cohort_2026-09-18.md,,,,,
go2_in_memory_camera_native_prefix_layout00_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_in_memory_camera_native_prefix_layout00_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""navigation_success_claimed"":false,""simulation_s"":6.1,""wall_s"":6.304324021,""camera_frames"":61,""disallowed_contact"":false}",docs/go2_in_memory_camera_and_measured_latency_2026-09-13.md,,,,,
go2_independent_adapter_factory_startup_v1_attempt_001,INDEPENDENT_ADAPTER_FACTORY_STARTUP_V1_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_adapter_factory_startup_v1_attempt_001/result.json,,,"{""status"":""INDEPENDENT_ADAPTER_FACTORY_STARTUP_V1_COMPLETE"",""wall_s"":56.03944059694186}",docs/go2_independent_adapter_factory_startup_result_2026-09-10.md;docs/go2_independent_adapter_factory_startup_v1_2026-09-10.md;docs/go2_independent_round_trip_population_inputs_result_2026-09-10.md,,,,,
go2_independent_depth_60s_native_layout00_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_depth_60s_native_layout00_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""navigation_success_claimed"":false,""simulation_s"":60.7,""wall_s"":60.429560409,""camera_frames"":601,""disallowed_contact"":false}",docs/go2_development_artifact_retention_2026-09-14.md;docs/go2_independent_depth_reactive_perception_2026-09-13.md,,,,,
go2_independent_depth_native_prefix_layout00_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_depth_native_prefix_layout00_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""navigation_success_claimed"":false,""simulation_s"":7.5,""wall_s"":6.883951378,""camera_frames"":61,""disallowed_contact"":false}",docs/go2_independent_depth_reactive_perception_2026-09-13.md,,,,,
go2_independent_depth_process_native_prefix_layout00_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_depth_process_native_prefix_layout00_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""navigation_success_claimed"":false,""simulation_s"":6.8,""wall_s"":6.600806177,""camera_frames"":61,""disallowed_contact"":false}",docs/go2_independent_depth_reactive_perception_2026-09-13.md,,,,,
go2_independent_factory_cpu_monitor_startup_v1_attempt_001,INDEPENDENT_FACTORY_CPU_MONITOR_STARTUP_V1_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_factory_cpu_monitor_startup_v1_attempt_001/result.json,,,"{""status"":""INDEPENDENT_FACTORY_CPU_MONITOR_STARTUP_V1_COMPLETE""}",docs/go2_independent_factory_cpu_monitor_startup_result_2026-09-11.md,,,,,
go2_independent_floor_transport_mazes_v1_attempt_001,INDEPENDENT_FLOOR_TRANSPORT_MAZES_V1_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_floor_transport_mazes_v1_attempt_001/result.json,,,"{""status"":""INDEPENDENT_FLOOR_TRANSPORT_MAZES_V1_COMPLETE"",""wall_s"":3070.694777289871}",docs/go2_independent_floor_transport_mazes_result_2026-09-09.md;docs/go2_independent_floor_transport_mazes_v1_2026-09-09.md;docs/go2_independent_maze01_correspondence_diagnosis_result_2026-09-09.md;docs/go2_independent_maze02_feasibility_diagnosis_2026-09-09.md,,,,,
go2_independent_maze01_correspondence_diagnosis_v1_attempt_001,INDEPENDENT_MAZE01_CORRESPONDENCE_DIAGNOSIS_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_maze01_correspondence_diagnosis_v1_attempt_001/result.json,,,"{""status"":""INDEPENDENT_MAZE01_CORRESPONDENCE_DIAGNOSIS_COMPLETE"",""wall_s"":2.9185069389641285}",docs/go2_independent_maze01_correspondence_diagnosis_result_2026-09-09.md,,,,,
go2_independent_maze01_match_stage_diagnosis_v1_attempt_001,INDEPENDENT_MAZE01_MATCH_STAGE_DIAGNOSIS_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_maze01_match_stage_diagnosis_v1_attempt_001/result.json,,,"{""status"":""INDEPENDENT_MAZE01_MATCH_STAGE_DIAGNOSIS_COMPLETE"",""wall_s"":0.8026564470492303}",docs/go2_independent_maze01_match_stage_diagnosis_result_2026-09-09.md,,,,,
go2_independent_maze03_match_stage_diagnosis_v1_attempt_001,INDEPENDENT_MAZE03_MATCH_STAGE_DIAGNOSIS_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_maze03_match_stage_diagnosis_v1_attempt_001/result.json,,,"{""status"":""INDEPENDENT_MAZE03_MATCH_STAGE_DIAGNOSIS_COMPLETE"",""wall_s"":3.866693033836782}",docs/go2_independent_maze03_match_stage_diagnosis_result_2026-09-09.md,,,,,
go2_independent_pulse_parallel_study_v1_attempt_001,MATCHED_DEVELOPMENT_COMPARISON_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_pulse_parallel_study_v1_attempt_001/result.json,,,"{""status"":""MATCHED_DEVELOPMENT_COMPARISON_COMPLETE""}",docs/NOVEL_MAZE_WORLD_MODEL_NEW_THREAD_HANDOFF_2026-09-07.md;docs/go2_independent_pulse_parallel_result_and_next_steps_2026-09-07.md;docs/go2_independent_pulse_parallel_study_v1_2026-09-07.md;docs/go2_independent_tracking_challenge_v1_2026-09-07.md;docs/go2_learned_goal_bootstrap_probe_result_2026-09-08.md;docs/go2_tracking_parallel_learning_gate_result_2026-09-07.md,,,,,
go2_independent_reactive_floor_transport_mazes_v1_attempt_001,INDEPENDENT_REACTIVE_FLOOR_TRANSPORT_MAZES_V1_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_reactive_floor_transport_mazes_v1_attempt_001/result.json,,,"{""status"":""INDEPENDENT_REACTIVE_FLOOR_TRANSPORT_MAZES_V1_COMPLETE"",""wall_s"":3307.7784918081015}",docs/go2_independent_reactive_floor_transport_mazes_result_2026-09-09.md;docs/go2_independent_reactive_floor_transport_mazes_v1_2026-09-09.md,,,,,
go2_independent_rgb_body_remaining_stages_v1_attempt_001,ALL12_FIXED_RGB_BODY_BATCH_RECEIPTS_VERIFIED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_rgb_body_remaining_stages_v1_attempt_001/result.json,,,"{""status"":""ALL12_FIXED_RGB_BODY_BATCH_RECEIPTS_VERIFIED""}",docs/NOVEL_MAZE_WORLD_MODEL_NEW_THREAD_HANDOFF_2026-09-07.md;docs/go2_independent_rgb_body_collection_result_2026-09-07.md,,,,,
go2_independent_round_trip_layout_inventory_v1_attempt_001,INDEPENDENT_ROUND_TRIP_LAYOUT_INVENTORY_COMPLETE,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_round_trip_layout_inventory_v1_attempt_001/result.json,,,"{""status"":""INDEPENDENT_ROUND_TRIP_LAYOUT_INVENTORY_COMPLETE""}",docs/go2_independent_round_trip_layout_inventory_result_2026-09-10.md;docs/go2_independent_round_trip_population_inputs_result_2026-09-10.md,,,,,
go2_independent_tracking_challenge_v1_attempt_001,FAILURE_RECORD_ONLY,,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_independent_tracking_challenge_v1_attempt_001/failure.json,ValueError('unit native quaternions required'),{},docs/NOVEL_MAZE_WORLD_MODEL_NEW_THREAD_HANDOFF_2026-09-07.md,,,,,
go2_indexed_geometry_precise_goal_round_trip_native_layout00_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,OBSERVED_ROUND_TRIP_CANDIDATE,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_indexed_geometry_precise_goal_round_trip_native_layout00_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""OBSERVED_ROUND_TRIP_CANDIDATE"",""navigation_success_claimed"":false,""simulation_s"":254.22,""wall_s"":254.695095963,""camera_frames"":2540,""disallowed_contact"":false,""observed_arrivals"":""[{\""phase\"":\""OUTBOUND\"",\""frame\"":1666,\""measured_ns\"":168100000000,\""target_initial_body_xy_m\"":[0.0,2.6],\""observed_position_initial_body_xy_m\"":[0.008891620238201425,2.6030801927431617],\""observed_distance_m\"":0.009410021136821038,\""quiet_intervals\"":10,\""native_verified\"":false},{\""phase\"":\""RETURN\"",\""frame\"":2538,\""measured_ns\"":255300000000,\""target_initial_body_xy_m\"":[0.0,0.0],\""observed_position_initial_body_xy_m\"":[-0.017887650972868017,-0.0028858116510253333],\""observed_distance_m\"":0.018118939433982875,\""quiet_intervals\"":10,\""native_verified\"":false}]""}",docs/go2_development_artifact_retention_2026-09-14.md;docs/go2_feature150_memory_clearance_experiment_2026-09-13.md;docs/go2_first_continuous_round_trip_2026-09-13.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_indexed_geometry_precise_goal_round_trip_native_layout00_v1_attempt_001/continuous_native_arrival_evaluation.json,1,1,True,0
go2_indexed_geometry_precise_goal_round_trip_native_layout01_v1_attempt_001,FAILURE_RECORD_ONLY,,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_indexed_geometry_precise_goal_round_trip_native_layout01_v1_attempt_001/failure.json,ValueError('simulation clock cannot reverse'),{},docs/go2_first_continuous_round_trip_2026-09-13.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_indexed_geometry_precise_goal_round_trip_native_layout01_v1_attempt_001/continuous_native_arrival_evaluation.json,0,0,False,0
go2_indexed_geometry_precise_goal_round_trip_native_layout02_v1_attempt_001,PACED_NATIVE_PREFIX_COMPLETE,MISSION_TICK_BUDGET_EXHAUSTED,False,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_indexed_geometry_precise_goal_round_trip_native_layout02_v1_attempt_001/result.json,,,"{""status"":""PACED_NATIVE_PREFIX_COMPLETE"",""mission_terminal"":""MISSION_TICK_BUDGET_EXHAUSTED"",""navigation_success_claimed"":false,""simulation_s"":361.02,""wall_s"":361.580143773,""camera_frames"":3605,""disallowed_contact"":false,""observed_arrivals"":""[]""}",docs/go2_continuous_controller_comparison_2026-09-13.md,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_indexed_geometry_precise_goal_round_trip_native_layout02_v1_attempt_001/continuous_native_arrival_evaluation.json,0,0,False,0
go2_initial_floor_depth_noise_sensitivity_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_initial_floor_depth_noise_sensitivity_v1_attempt_001/result.json,,,{},docs/go2_initial_floor_depth_noise_sensitivity_2026-09-14.md,,,,,
go2_initial_panorama_motion_residual_native_layout00_v1_attempt_001,FAILURE_RECORD_ONLY,,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_initial_panorama_motion_residual_native_layout00_v1_attempt_001/failure.json,"RuntimeError('[{\'stage\': \'tracking\', \'reason\': ""ValueError(\'measured visual pose unavailable\')""}]')",{},docs/go2_feature150_memory_clearance_experiment_2026-09-13.md,,,,,
go2_instantaneous_waypoint_score_complete_comparison_v1_attempt_001,RESULT_RECORDED,,,/home/andrewknowles/RecoveryStorage/LeWMQuad-v3/.generated/navigation_development_artifacts_v1/go2_instantaneous_waypoint_score_complete_comparison_v1_attempt_001/result.json,,,{},docs/go2_instantaneous_waypoint_score_2026-09-15.md,,,,,
